dish,date,confirmed_so_far,rank,Continent
Cape Cod Oysters,1898-01-01,6595,6.0,Seafood
Trout Saute,1898-01-01,3404,51.0,Seafood
Sliced Chicken Sandwich,1898-01-01,4309,25.0,Chicken
Clam Fry,1898-01-01,4359,24.0,Seafood
Roast Chicken,1898-01-01,7264,2.0,Chicken
Ham Steak,1898-01-01,1652,113.0,Steak
Imported Caviar,1898-01-01,4519,21.0,Seafood
Broiled Hamburg Chicken,1898-01-01,2765,75.0,Seafood
Clam Broth in Cup,1898-01-01,2443,90.0,Seafood
Salmon Steak,1898-01-01,1154,124.0,SteakSeafood
Surf and Turf,1898-01-01,1,168.0,SteakChickenSeafood
Oyster Au Gratin,1898-01-01,6000,9.0,Seafood
Plaintain,1898-01-01,1914,104.0,
Fresh Beluga Caviar,1898-01-01,3268,57.0,Seafood
Canape Caviar,1898-01-01,1568,116.0,Seafood
Chicken Omelette,1898-01-01,3025,67.0,Chicken
Lobster Roll,1898-01-01,3310,55.0,Seafood
Small Tenderloin Steak,1898-01-01,1,169.0,SteakSeafood
Curried Crab Meat with Rice,1898-01-01,720,135.0,SteakSeafood
Oyster's A La Poulette,1898-01-01,1,170.0,SteakSeafood
Chicken Soup,1898-01-01,2200,99.0,Chicken
Chicken with Rice,1898-01-01,2623,85.0,Chicken
Barbeque Chicken,1898-01-01,4199,27.0,Chicken
Beef Minute Steak and Sardines,1898-01-01,720,136.0,SteakSeafood
Cream and Mushroom,1898-01-01,1,171.0,SteakSeafood
Crab meat cocktail,1898-01-01,4596,19.0,Seafood
Anchovies and Mustard,1898-01-01,1522,119.0,Seafood
Family Halibut Steak,1898-01-01,1,172.0,SteakSeafood
Chicken Cream,1898-01-01,2661,83.0,Chicken
Chicken Cream for Two,1898-01-01,1,173.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1898-01-01,551,144.0,SteakSeafood
"Steak Minute, Fifth Avenue",1898-01-01,1568,117.0,SteakSeafood
Hamburger Steak,1898-01-01,3514,49.0,Steak
Chicken Pot Pie,1898-01-01,2724,79.0,Chicken
Chicken Noodle,1898-01-01,1419,120.0,Chicken
Broiled Striped Bass,1898-01-01,1362,121.0,Seafood
Chicken Bologne,1898-01-01,1568,118.0,Chicken
Brazzlian steak and seafood,1898-01-01,2849,71.0,SteakSeafood
Lobster and Steak,1898-01-01,1,174.0,SteakSeafood
Caviar Sandwich,1898-01-01,720,137.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1898-01-01,329,155.0,Seafood
"Chicken Broth, Bellevue Per Cup",1898-01-01,5382,11.0,Chicken
Lobster Cream with Whole Chicken,1898-01-01,2430,91.0,SteakChickenSeafood
Broiled Sirloin Steak,1898-01-01,551,145.0,Steak
"Lobster, Newburg",1898-01-01,329,156.0,SteakSeafood
Crab Meat Cocktail,1898-01-01,1857,106.0,SteakSeafood
Bebinca,1898-01-01,2765,76.0,
Healy's Special Individual Chicken Pie,1898-01-01,5003,14.0,Chicken
Lobster Mayonnaise,1898-01-01,2430,92.0,Seafood
Crab Legs,1898-01-01,4301,26.0,Seafood
Chicken A La King with Clams,1898-01-01,1,175.0,SteakChickenSeafood
Sirloin Steak with Onions,1898-01-01,3357,53.0,Steak
Cream of Mushroom with Chicken and Mussels App,1898-01-01,329,157.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1898-01-01,1727,110.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1898-01-01,3679,43.0,SeafoodChicken
"Salad, Lobster",1898-01-01,3655,44.0,Seafood
Half Chicken,1898-01-01,4043,30.0,Chicken
Half Broiled Chicken,1898-01-01,4651,18.0,Chicken
Fresh Caviar,1898-01-01,3967,34.0,Seafood
Chicken A La Maryland,1898-01-01,3779,41.0,Chicken
Little Neck Clams,1898-01-01,3652,46.0,Seafood
Blue Point Oysters,1898-01-01,1691,112.0,SteakSeafood
Extra Sirloin Steak,1898-01-01,551,146.0,Steak
Small Steak,1898-01-01,329,158.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1898-01-01,1,176.0,SteakChickenSeafood
Chicken-fried Steak,1898-01-01,3129,64.0,Chicken
Healey's Special Individual Chicken Pie,1898-01-01,1,177.0,SteakSeafood
Pan Roast Oysters,1898-01-01,3825,39.0,Seafood
Fresh Lobster Cocktail and Steak,1898-01-01,2361,96.0,SteakSeafood
Broiled Squab Chicken (half),1898-01-01,3248,58.0,Chicken
Steak and Oyster Cream,1898-01-01,1154,125.0,SteakSeafood
Deviled Lobster,1898-01-01,1,178.0,SteakSeafood
Bordeaux Sardines,1898-01-01,3893,37.0,Seafood
Chicken Cream,1898-01-01,3276,56.0,Chicken
Chicken Noodle Soup,1898-01-01,3809,40.0,Chicken
Chicken Halibut Steak,1898-01-01,1,179.0,SteakChickenSeafood
Clam Chowder and Steak,1898-01-01,329,159.0,SteakSeafood
Salman Steak,1898-01-01,3483,50.0,SteakSeafood
Boneless Catfish Fillet,1898-01-01,1,180.0,SteakSeafood
Chicken Broth,1898-01-01,6741,4.0,Chicken
Canape De Caviar,1898-01-01,2698,80.0,Seafood
Mackeral Steak,1898-01-01,551,147.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1898-01-01,856,130.0,SeafoodChicken
Chicken Nachos,1898-01-01,4915,15.0,Chicken
Chicken Salad Wrap,1898-01-01,5796,10.0,Chicken
Omelette,1898-01-01,3171,62.0,
Ambassador Cup,1898-01-01,1,181.0,Seafood
Halibut Steak for Two,1898-01-01,1068,128.0,SteakSeafood
Boneless Sardines,1898-01-01,3858,38.0,Seafood
Pancakes,1898-01-01,1,182.0,
Steak and Lobster,1898-01-01,1652,114.0,SteakSeafood
Venison Steak,1898-01-01,2390,94.0,Steak
Codfish with Mushroom Soup,1898-01-01,2527,87.0,SteakSeafood
Lobster Cocktail,1898-01-01,4199,28.0,Seafood
Tenderloin Steak,1898-01-01,6759,3.0,Steak
Clam Chowder and Halibut Steak,1898-01-01,329,160.0,SteakSeafood
Chicken Liver,1898-01-01,2361,97.0,Chicken
"Crab meat with Lettuce, Special Dressing",1898-01-01,3171,63.0,Seafood
Squab Chicken,1898-01-01,6016,8.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1898-01-01,3084,66.0,SeafoodChicken
Clam Stew with Milk,1898-01-01,2301,98.0,Seafood
Halibut Steak with Wings,1898-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1898-01-01,2632,84.0,SeafoodChicken
Cold Lobster,1898-01-01,2835,72.0,Seafood
Soft Drink,1898-01-01,2376,95.0,
Steamed Hard Clams,1898-01-01,551,148.0,SteakSeafood
Squab Chicken and Malossol Caviar,1898-01-01,720,138.0,SteakSeafood
Crab Meat,1899-01-01,2144,102.0,Seafood
Chicken Ferrego,1899-01-01,2797,82.0,Chicken
Family Halibut Delight,1899-01-01,3360,59.0,SteakSeafood
Yum Yum Chicken,1899-01-01,2961,74.0,Chicken
Steak and Crab,1899-01-01,551,141.0,SteakSeafood
"Beefsteak, Broiled",1899-01-01,329,152.0,Steak
Salmon Steak with Chicken Wings,1899-01-01,3555,52.0,SeafoodChicken
Chicken Fajita,1899-01-01,3335,60.0,Chicken
Fusilli with Octopus,1899-01-01,4784,18.0,SteakChickenSeafood
Strip bacon with Chicken,1899-01-01,5371,12.0,Chicken
Chicken Fried Steak Sandwich,1899-01-01,2582,92.0,Chicken
Oyster Pan Roast,1899-01-01,3713,46.0,Seafood
Cream of Trout,1899-01-01,1991,107.0,Seafood
Tenderloin Steak with Mushrooms,1899-01-01,1568,120.0,Steak
Chicken Fajita and Salad,1899-01-01,2689,86.0,Chicken
Chicken Curry,1899-01-01,5335,13.0,Chicken
Sirloin Steak with Mushrooms,1899-01-01,1,165.0,Steak
Halibut Steak,1899-01-01,551,142.0,SteakSeafood
Escargo,1899-01-01,551,143.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1899-01-01,1914,109.0,SeafoodChicken
Soft Drink with Chicken,1899-01-01,3037,71.0,Chicken
"Cream of Eye, Catfish",1899-01-01,1,166.0,SteakSeafood
Clam Chowder,1899-01-01,4783,19.0,SeafoodChicken
Trout Milk,1899-01-01,2789,83.0,Seafood
Half Pound Wings,1899-01-01,3310,62.0,Chicken
Fried Scallops,1899-01-01,2680,87.0,SteakSeafood
Seabass Beer and Steak,1899-01-01,1,167.0,SteakSeafood
Crab Meat Salad,1899-01-01,720,132.0,SteakSeafood
Sushi,1899-01-01,2757,84.0,Seafood
Milk Fed Chicken,1899-01-01,2253,99.0,SteakSeafood
Porterhouse Steak,1899-01-01,4979,15.0,Steak
Stripped Bass,1899-01-01,720,133.0,SteakSeafood
Broiled Oysters,1899-01-01,329,153.0,SteakSeafood
"Half n half, lobster and chicken special",1899-01-01,4216,30.0,SeafoodChicken
Clams,1899-01-01,7557,1.0,Seafood
"Chicken Soup, Lobster Dinner",1899-01-01,3457,56.0,SeafoodChicken
Crab Flake Salad,1899-01-01,1,168.0,SteakSeafood
Cold Brew,1899-01-01,720,134.0,
Latte,1899-01-01,2061,104.0,
Bone Sirloin Steak,1899-01-01,3079,69.0,Steak
Machiatto,1899-01-01,1568,121.0,
Omelette With Chicken Livers,1899-01-01,3523,53.0,Chicken
Salisbury Steak,1899-01-01,2163,101.0,Steak
Chicken Mayonnaise,1899-01-01,2842,79.0,Chicken
Adam's Brew,1899-01-01,4558,23.0,
Chicken Fricassee,1899-01-01,4768,20.0,Chicken
"Halibut House, Picanhe Steak",1899-01-01,329,154.0,SteakSeafood
Reindeer Steak,1899-01-01,329,155.0,Steak
Beef Steak,1899-01-01,3363,58.0,Steak
Nova Scotia Lox and Scrambled Eggs,1899-01-01,4313,29.0,SeafoodChicken
Party Size Mussels and Shrimp,1899-01-01,3698,47.0,SteakSeafood
"Steak, Gerostet",1899-01-01,720,135.0,Steak
Cream,1899-01-01,1068,128.0,SteakSeafood
Chicken Teriyaki,1899-01-01,3696,48.0,Chicken
Ginger Ale,1899-01-01,856,131.0,
Clam Stew,1899-01-01,1419,125.0,SteakSeafood
Cream Soup with Fish,1899-01-01,551,144.0,SteakChickenSeafood
Chicken Fried,1899-01-01,4151,32.0,Chicken
Chicken Sandwich,1899-01-01,6451,7.0,Chicken
Smoked Salmon and Pulled Beef,1899-01-01,970,129.0,SteakSeafood
Roast Chicken,1899-01-01,2455,95.0,Chicken
Chicken And Ham Pie,1899-01-01,6727,5.0,Chicken
Imported Sardines,1899-01-01,1886,110.0,SteakSeafood
Chicken Okra Soup,1899-01-01,4149,33.0,Chicken
Rump Steak,1899-01-01,329,156.0,Steak
Sirloin Steak for 2,1899-01-01,1762,114.0,Steak
Shashimi,1899-01-01,551,145.0,SteakSeafood
Boneless Catfish Fillet for two,1899-01-01,1,169.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1899-01-01,1762,115.0,SeafoodChicken
Minute Steak,1899-01-01,551,146.0,Steak
Cola,1899-01-01,329,157.0,
Steak Minute,1899-01-01,1966,108.0,Steak
Chicken Parmesan,1899-01-01,3063,70.0,Chicken
Wings and Beer Deal,1899-01-01,4083,35.0,Chicken
Clam Chowder and bread,1899-01-01,3832,42.0,Seafood
Fried Oyster Crabs,1899-01-01,4014,36.0,Seafood
Cape Cod Oysters,1899-01-01,6630,6.0,Seafood
Trout Saute,1899-01-01,3463,55.0,Seafood
Sliced Chicken Sandwich,1899-01-01,4410,26.0,Chicken
Clam Fry,1899-01-01,4532,25.0,Seafood
Roast Chicken,1899-01-01,7333,2.0,Chicken
Ham Steak,1899-01-01,1762,116.0,Steak
Imported Caviar,1899-01-01,4548,24.0,Seafood
Broiled Hamburg Chicken,1899-01-01,2955,76.0,Seafood
Clam Broth in Cup,1899-01-01,2538,93.0,Seafood
Salmon Steak,1899-01-01,1611,119.0,SteakSeafood
Surf and Turf,1899-01-01,1,170.0,SteakChickenSeafood
Oyster Au Gratin,1899-01-01,6012,9.0,Seafood
Plaintain,1899-01-01,2082,103.0,
Fresh Beluga Caviar,1899-01-01,3314,61.0,Seafood
Canape Caviar,1899-01-01,1568,122.0,Seafood
Chicken Omelette,1899-01-01,3104,68.0,Chicken
Lobster Roll,1899-01-01,3506,54.0,Seafood
Small Tenderloin Steak,1899-01-01,1,171.0,SteakSeafood
Curried Crab Meat with Rice,1899-01-01,720,136.0,SteakSeafood
Oyster's A La Poulette,1899-01-01,1,172.0,SteakSeafood
Chicken Soup,1899-01-01,2200,100.0,Chicken
Chicken with Rice,1899-01-01,2949,77.0,Chicken
Barbeque Chicken,1899-01-01,4321,28.0,Chicken
Beef Minute Steak and Sardines,1899-01-01,720,137.0,SteakSeafood
Cream and Mushroom,1899-01-01,1,173.0,SteakSeafood
Crab meat cocktail,1899-01-01,4665,21.0,Seafood
Anchovies and Mustard,1899-01-01,1522,123.0,Seafood
Family Halibut Steak,1899-01-01,1,174.0,SteakSeafood
Chicken Cream,1899-01-01,2805,81.0,Chicken
Chicken Cream for Two,1899-01-01,1,175.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1899-01-01,551,147.0,SteakSeafood
"Steak Minute, Fifth Avenue",1899-01-01,2015,106.0,SteakSeafood
Hamburger Steak,1899-01-01,3675,49.0,Steak
Chicken Pot Pie,1899-01-01,2835,80.0,Chicken
Chicken Noodle,1899-01-01,1886,111.0,Chicken
Broiled Striped Bass,1899-01-01,1362,126.0,Seafood
Chicken Bologne,1899-01-01,1827,113.0,Chicken
Brazzlian steak and seafood,1899-01-01,2973,72.0,SteakSeafood
Lobster and Steak,1899-01-01,329,158.0,SteakSeafood
Caviar Sandwich,1899-01-01,720,138.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1899-01-01,329,159.0,Seafood
"Chicken Broth, Bellevue Per Cup",1899-01-01,5485,11.0,Chicken
Lobster Cream with Whole Chicken,1899-01-01,2891,78.0,SteakChickenSeafood
Broiled Sirloin Steak,1899-01-01,551,148.0,Steak
"Lobster, Newburg",1899-01-01,551,149.0,SteakSeafood
Crab Meat Cocktail,1899-01-01,2061,105.0,SteakSeafood
Bebinca,1899-01-01,2973,73.0,
Healy's Special Individual Chicken Pie,1899-01-01,5086,14.0,Chicken
Lobster Mayonnaise,1899-01-01,2468,94.0,Seafood
Crab Legs,1899-01-01,4385,27.0,Seafood
Chicken A La King with Clams,1899-01-01,1,176.0,SteakChickenSeafood
Sirloin Steak with Onions,1899-01-01,3668,50.0,Steak
Cream of Mushroom with Chicken and Mussels App,1899-01-01,329,160.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1899-01-01,1857,112.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1899-01-01,3771,45.0,SeafoodChicken
"Salad, Lobster",1899-01-01,3803,43.0,Seafood
Half Chicken,1899-01-01,4160,31.0,Chicken
Half Broiled Chicken,1899-01-01,4807,17.0,Chicken
Fresh Caviar,1899-01-01,3986,38.0,Seafood
Chicken A La Maryland,1899-01-01,3894,40.0,Chicken
Little Neck Clams,1899-01-01,3779,44.0,Seafood
Blue Point Oysters,1899-01-01,1762,117.0,SteakSeafood
Extra Sirloin Steak,1899-01-01,551,150.0,Steak
Small Steak,1899-01-01,329,161.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1899-01-01,1,177.0,SteakChickenSeafood
Chicken-fried Steak,1899-01-01,3264,64.0,Chicken
Healey's Special Individual Chicken Pie,1899-01-01,1,178.0,SteakSeafood
Pan Roast Oysters,1899-01-01,4010,37.0,Seafood
Fresh Lobster Cocktail and Steak,1899-01-01,2602,91.0,SteakSeafood
Broiled Squab Chicken (half),1899-01-01,3429,57.0,Chicken
Steak and Oyster Cream,1899-01-01,1154,127.0,SteakSeafood
Deviled Lobster,1899-01-01,1,179.0,SteakSeafood
Bordeaux Sardines,1899-01-01,3929,39.0,Seafood
Chicken Cream,1899-01-01,3302,63.0,Chicken
Chicken Noodle Soup,1899-01-01,3863,41.0,Chicken
Chicken Halibut Steak,1899-01-01,1,180.0,SteakChickenSeafood
Clam Chowder and Steak,1899-01-01,329,162.0,SteakSeafood
Salman Steak,1899-01-01,3575,51.0,SteakSeafood
Boneless Catfish Fillet,1899-01-01,1,181.0,SteakSeafood
Chicken Broth,1899-01-01,6829,4.0,Chicken
Canape De Caviar,1899-01-01,2741,85.0,Seafood
Mackeral Steak,1899-01-01,551,151.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1899-01-01,970,130.0,SeafoodChicken
Chicken Nachos,1899-01-01,4958,16.0,Chicken
Chicken Salad Wrap,1899-01-01,5886,10.0,Chicken
Omelette,1899-01-01,3240,65.0,
Ambassador Cup,1899-01-01,1,182.0,Seafood
Halibut Steak for Two,1899-01-01,1472,124.0,SteakSeafood
Boneless Sardines,1899-01-01,4121,34.0,Seafood
Pancakes,1899-01-01,329,163.0,
Steak and Lobster,1899-01-01,1652,118.0,SteakSeafood
Venison Steak,1899-01-01,2403,97.0,Steak
Codfish with Mushroom Soup,1899-01-01,2680,88.0,SteakSeafood
Lobster Cocktail,1899-01-01,4627,22.0,Seafood
Tenderloin Steak,1899-01-01,6964,3.0,Steak
Clam Chowder and Halibut Steak,1899-01-01,329,164.0,SteakSeafood
Chicken Liver,1899-01-01,2661,89.0,Chicken
"Crab meat with Lettuce, Special Dressing",1899-01-01,3171,67.0,Seafood
Squab Chicken,1899-01-01,6116,8.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1899-01-01,3193,66.0,SeafoodChicken
Clam Stew with Milk,1899-01-01,2301,98.0,Seafood
Halibut Steak with Wings,1899-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1899-01-01,2632,90.0,SeafoodChicken
Cold Lobster,1899-01-01,2961,75.0,Seafood
Soft Drink,1899-01-01,2430,96.0,
Steamed Hard Clams,1899-01-01,720,139.0,SteakSeafood
Squab Chicken and Malossol Caviar,1899-01-01,720,140.0,SteakSeafood
Crab Meat,1900-01-01,2269,101.0,Seafood
Chicken Ferrego,1900-01-01,2904,81.0,Chicken
Family Halibut Delight,1900-01-01,3454,60.0,SteakSeafood
Yum Yum Chicken,1900-01-01,3074,74.0,Chicken
Steak and Crab,1900-01-01,720,138.0,SteakSeafood
"Beefsteak, Broiled",1900-01-01,720,139.0,Steak
Salmon Steak with Chicken Wings,1900-01-01,3641,53.0,SeafoodChicken
Chicken Fajita,1900-01-01,3469,59.0,Chicken
Fusilli with Octopus,1900-01-01,4842,19.0,SteakChickenSeafood
Strip bacon with Chicken,1900-01-01,5526,12.0,Chicken
Chicken Fried Steak Sandwich,1900-01-01,2652,92.0,Chicken
Oyster Pan Roast,1900-01-01,3798,47.0,Seafood
Cream of Trout,1900-01-01,2124,107.0,Seafood
Tenderloin Steak with Mushrooms,1900-01-01,1691,120.0,Steak
Chicken Fajita and Salad,1900-01-01,2732,88.0,Chicken
Chicken Curry,1900-01-01,5402,13.0,Chicken
Sirloin Steak with Mushrooms,1900-01-01,329,157.0,Steak
Halibut Steak,1900-01-01,970,131.0,SteakSeafood
Escargo,1900-01-01,551,150.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1900-01-01,1991,110.0,SeafoodChicken
Soft Drink with Chicken,1900-01-01,3089,72.0,Chicken
"Cream of Eye, Catfish",1900-01-01,1,166.0,SteakSeafood
Clam Chowder,1900-01-01,4936,18.0,SeafoodChicken
Trout Milk,1900-01-01,2812,85.0,Seafood
Half Pound Wings,1900-01-01,3360,61.0,Chicken
Fried Scallops,1900-01-01,2870,83.0,SteakSeafood
Seabass Beer and Steak,1900-01-01,1,167.0,SteakSeafood
Crab Meat Salad,1900-01-01,720,140.0,SteakSeafood
Sushi,1900-01-01,2781,87.0,Seafood
Milk Fed Chicken,1900-01-01,2480,97.0,SteakSeafood
Porterhouse Steak,1900-01-01,5147,15.0,Steak
Stripped Bass,1900-01-01,720,141.0,SteakSeafood
Broiled Oysters,1900-01-01,329,158.0,SteakSeafood
"Half n half, lobster and chicken special",1900-01-01,4323,30.0,SeafoodChicken
Clams,1900-01-01,7558,1.0,Seafood
"Chicken Soup, Lobster Dinner",1900-01-01,3583,54.0,SeafoodChicken
Crab Flake Salad,1900-01-01,1,168.0,SteakSeafood
Cold Brew,1900-01-01,856,134.0,
Latte,1900-01-01,2182,104.0,
Bone Sirloin Steak,1900-01-01,3193,70.0,Steak
Machiatto,1900-01-01,1940,113.0,
Omelette With Chicken Livers,1900-01-01,3672,52.0,Chicken
Salisbury Steak,1900-01-01,2253,102.0,Steak
Chicken Mayonnaise,1900-01-01,2979,78.0,Chicken
Adam's Brew,1900-01-01,4627,24.0,
Chicken Fricassee,1900-01-01,4795,20.0,Chicken
"Halibut House, Picanhe Steak",1900-01-01,720,142.0,SteakSeafood
Reindeer Steak,1900-01-01,551,151.0,Steak
Beef Steak,1900-01-01,3498,58.0,Steak
Nova Scotia Lox and Scrambled Eggs,1900-01-01,4465,27.0,SeafoodChicken
Party Size Mussels and Shrimp,1900-01-01,3777,49.0,SteakSeafood
"Steak, Gerostet",1900-01-01,720,143.0,Steak
Cream,1900-01-01,1299,128.0,SteakSeafood
Chicken Teriyaki,1900-01-01,3750,50.0,Chicken
Ginger Ale,1900-01-01,856,135.0,
Clam Stew,1900-01-01,1419,126.0,SteakSeafood
Cream Soup with Fish,1900-01-01,720,144.0,SteakChickenSeafood
Chicken Fried,1900-01-01,4229,33.0,Chicken
Chicken Sandwich,1900-01-01,6579,7.0,Chicken
Smoked Salmon and Pulled Beef,1900-01-01,970,132.0,SteakSeafood
Roast Chicken,1900-01-01,2538,95.0,Chicken
Chicken And Ham Pie,1900-01-01,6836,5.0,Chicken
Imported Sardines,1900-01-01,1991,111.0,SteakSeafood
Chicken Okra Soup,1900-01-01,4224,34.0,Chicken
Rump Steak,1900-01-01,329,159.0,Steak
Sirloin Steak for 2,1900-01-01,1795,116.0,Steak
Shashimi,1900-01-01,856,136.0,SteakSeafood
Boneless Catfish Fillet for two,1900-01-01,1,169.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1900-01-01,1795,117.0,SeafoodChicken
Minute Steak,1900-01-01,551,152.0,Steak
Cola,1900-01-01,329,160.0,
Steak Minute,1900-01-01,2061,109.0,Steak
Chicken Parmesan,1900-01-01,3231,68.0,Chicken
Wings and Beer Deal,1900-01-01,4108,35.0,Chicken
Clam Chowder and bread,1900-01-01,3993,41.0,Seafood
Fried Oyster Crabs,1900-01-01,4097,36.0,Seafood
Cape Cod Oysters,1900-01-01,6674,6.0,Seafood
Trout Saute,1900-01-01,3555,56.0,Seafood
Sliced Chicken Sandwich,1900-01-01,4561,26.0,Chicken
Clam Fry,1900-01-01,4634,23.0,Seafood
Roast Chicken,1900-01-01,7388,2.0,Chicken
Ham Steak,1900-01-01,1762,118.0,Steak
Imported Caviar,1900-01-01,4573,25.0,Seafood
Broiled Hamburg Chicken,1900-01-01,3042,76.0,Seafood
Clam Broth in Cup,1900-01-01,2549,94.0,Seafood
Salmon Steak,1900-01-01,1652,121.0,SteakSeafood
Surf and Turf,1900-01-01,1,170.0,SteakChickenSeafood
Oyster Au Gratin,1900-01-01,6012,9.0,Seafood
Plaintain,1900-01-01,2124,108.0,
Fresh Beluga Caviar,1900-01-01,3317,64.0,Seafood
Canape Caviar,1900-01-01,1652,122.0,Seafood
Chicken Omelette,1900-01-01,3283,67.0,Chicken
Lobster Roll,1900-01-01,3557,55.0,Seafood
Small Tenderloin Steak,1900-01-01,1,171.0,SteakSeafood
Curried Crab Meat with Rice,1900-01-01,720,145.0,SteakSeafood
Oyster's A La Poulette,1900-01-01,1,172.0,SteakSeafood
Chicken Soup,1900-01-01,2417,98.0,Chicken
Chicken with Rice,1900-01-01,3047,75.0,Chicken
Barbeque Chicken,1900-01-01,4385,29.0,Chicken
Beef Minute Steak and Sardines,1900-01-01,1472,124.0,SteakSeafood
Cream and Mushroom,1900-01-01,1,173.0,SteakSeafood
Crab meat cocktail,1900-01-01,4770,22.0,Seafood
Anchovies and Mustard,1900-01-01,1522,123.0,Seafood
Family Halibut Steak,1900-01-01,1,174.0,SteakSeafood
Chicken Cream,1900-01-01,2924,80.0,Chicken
Chicken Cream for Two,1900-01-01,1,175.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1900-01-01,551,153.0,SteakSeafood
"Steak Minute, Fifth Avenue",1900-01-01,2182,105.0,SteakSeafood
Hamburger Steak,1900-01-01,3779,48.0,Steak
Chicken Pot Pie,1900-01-01,2936,79.0,Chicken
Chicken Noodle,1900-01-01,1886,114.0,Chicken
Broiled Striped Bass,1900-01-01,1362,127.0,Seafood
Chicken Bologne,1900-01-01,1991,112.0,Chicken
Brazzlian steak and seafood,1900-01-01,3124,71.0,SteakSeafood
Lobster and Steak,1900-01-01,329,161.0,SteakSeafood
Caviar Sandwich,1900-01-01,856,137.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1900-01-01,551,154.0,Seafood
"Chicken Broth, Bellevue Per Cup",1900-01-01,5570,11.0,Chicken
Lobster Cream with Whole Chicken,1900-01-01,2891,82.0,SteakChickenSeafood
Broiled Sirloin Steak,1900-01-01,551,155.0,Steak
"Lobster, Newburg",1900-01-01,720,146.0,SteakSeafood
Crab Meat Cocktail,1900-01-01,2253,103.0,SteakSeafood
Bebinca,1900-01-01,3089,73.0,
Healy's Special Individual Chicken Pie,1900-01-01,5152,14.0,Chicken
Lobster Mayonnaise,1900-01-01,2592,93.0,Seafood
Crab Legs,1900-01-01,4459,28.0,Seafood
Chicken A La King with Clams,1900-01-01,1,176.0,SteakChickenSeafood
Sirloin Steak with Onions,1900-01-01,3736,51.0,Steak
Cream of Mushroom with Chicken and Mussels App,1900-01-01,329,162.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1900-01-01,1857,115.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1900-01-01,3830,46.0,SeafoodChicken
"Salad, Lobster",1900-01-01,3939,42.0,Seafood
Half Chicken,1900-01-01,4277,31.0,Chicken
Half Broiled Chicken,1900-01-01,4984,17.0,Chicken
Fresh Caviar,1900-01-01,3996,40.0,Seafood
Chicken A La Maryland,1900-01-01,4093,37.0,Chicken
Little Neck Clams,1900-01-01,3902,44.0,Seafood
Blue Point Oysters,1900-01-01,2182,106.0,SteakSeafood
Extra Sirloin Steak,1900-01-01,720,147.0,Steak
Small Steak,1900-01-01,329,163.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1900-01-01,1,177.0,SteakChickenSeafood
Chicken-fried Steak,1900-01-01,3310,65.0,Chicken
Healey's Special Individual Chicken Pie,1900-01-01,1,178.0,SteakSeafood
Pan Roast Oysters,1900-01-01,4076,38.0,Seafood
Fresh Lobster Cocktail and Steak,1900-01-01,2715,89.0,SteakSeafood
Broiled Squab Chicken (half),1900-01-01,3509,57.0,Chicken
